CurrentA,VoltageV,time
-16.76330078125,13.4933,737
-16.76330078125,13.4877,738
-16.76330078125,13.4821,739
-16.76330078125,13.4784,740
-16.76330078125,13.4747,741
-16.76330078125,13.4709,742
-16.76330078125,13.4654,743
-16.76330078125,13.4616,744
-16.76330078125,13.4579,745
-16.76330078125,13.4542,746
-16.76330078125,13.4486,747
-16.76330078125,13.4449,748
-16.76330078125,13.4412,749
-16.76330078125,13.4375,750
-16.76330078125,13.4337,751
-16.76330078125,13.43,752
-16.76330078125,13.4263,753
-16.76330078125,13.4226,754
-16.76330078125,13.4188,755
-16.76330078125,13.417,756
-16.76330078125,13.4133,757
-16.76330078125,13.4095,758
-16.76330078125,13.4058,759
-16.76330078125,13.4021,760
-16.76330078125,13.3984,761
-16.76330078125,13.3965,762
-16.76330078125,13.3928,763
-16.76330078125,13.3891,764
-16.76330078125,13.3872,765
-16.76330078125,13.3835,766
-16.76330078125,13.3816,767
-16.76330078125,13.3779,768
-16.76330078125,13.3761,769
-16.76330078125,13.3723,770
-16.76330078125,13.3705,771
-16.76330078125,13.3686,772
-16.76330078125,13.3649,773
-16.76330078125,13.3612,774
-16.76330078125,13.3575,775
-16.76330078125,13.3556,776
-16.76330078125,13.3519,777
-16.76330078125,13.35,778
-16.76330078125,13.3482,779
-16.76330078125,13.3444,780
-16.76330078125,13.3426,781
-16.76330078125,13.3407,782
-16.76330078125,13.337,783
-16.76330078125,13.3351,784
-16.76330078125,13.3333,785
-16.76330078125,13.3314,786
-16.76330078125,13.3277,787
-16.76330078125,13.3258,788
-16.76330078125,13.324,789
-16.76330078125,13.3221,790
-16.76330078125,13.3165,791
-16.76330078125,13.3147,792
-16.76330078125,13.3128,793
-16.76330078125,13.311,794
-16.76330078125,13.3091,795
-16.76330078125,13.3072,796
-16.76330078125,13.3035,797
-16.76330078125,13.3017,798
-16.76330078125,13.2998,799
-16.76330078125,13.2979,800
-16.76330078125,13.2961,801
-16.76330078125,13.2942,802
-16.76330078125,13.2924,803
-16.76330078125,13.2905,804
-16.76330078125,13.2886,805
-16.76330078125,13.2868,806
-16.76330078125,13.2831,807
-16.76330078125,13.2812,808
-16.76330078125,13.2793,809
-16.76330078125,13.2775,810
-16.76330078125,13.2756,811
-16.76330078125,13.2719,812
-16.76330078125,13.27,813
-16.76330078125,13.2682,814
-16.76330078125,13.2663,815
-16.76330078125,13.2645,816
-16.76330078125,13.2626,817
-16.76330078125,13.2607,818
-16.76330078125,13.2607,819
-16.76330078125,13.2589,820
-16.76330078125,13.257,821
-16.76330078125,13.2552,822
-16.76330078125,13.2533,823
-16.76330078125,13.2514,824
-16.76330078125,13.2496,825
-16.76330078125,13.2477,826
-16.76330078125,13.2459,827
-16.76330078125,13.244,828
-16.76330078125,13.244,829
-16.76330078125,13.2421,830
-16.76330078125,13.2403,831
-16.76330078125,13.2384,832
-16.76330078125,13.2366,833
-16.76330078125,13.2347,834
-16.76330078125,13.2328,835
-16.76330078125,13.2328,836
-16.76330078125,13.231,837
-16.76330078125,13.2273,838
-16.76330078125,13.2254,839
-16.76330078125,13.2235,840
-16.76330078125,13.2235,841
-16.76330078125,13.2217,842
-16.76330078125,13.2198,843
-16.76330078125,13.218,844
-16.76330078125,13.218,845
-16.76330078125,13.2161,846
-16.76330078125,13.2142,847
-16.76330078125,13.2124,848
-16.76330078125,13.2124,849
-16.76330078125,13.2105,850
-16.76330078125,13.2087,851
-16.76330078125,13.2068,852
-16.76330078125,13.2068,853
-16.76330078125,13.2049,854
-16.76330078125,13.2031,855
-16.76330078125,13.2012,856
-16.76330078125,13.2012,857
-16.76330078125,13.1994,858
-16.76330078125,13.1994,859
-16.76330078125,13.1975,860
-16.76330078125,13.1956,861
-16.76330078125,13.1956,862
-16.76330078125,13.1938,863
-16.76330078125,13.1919,864
-16.76330078125,13.1919,865
-16.76330078125,13.1901,866
-16.76330078125,13.1882,867
-16.76330078125,13.1882,868
-16.76330078125,13.1863,869
-16.76330078125,13.1863,870
-16.76330078125,13.1826,871
-16.76330078125,13.1808,872
-16.76330078125,13.1808,873
-16.76330078125,13.1789,874
-16.76330078125,13.1789,875
-16.76330078125,13.177,876
-16.76330078125,13.177,877
-16.76330078125,13.1752,878
-16.76330078125,13.1733,879
-16.76330078125,13.1733,880
-16.76330078125,13.1715,881
-16.76330078125,13.1715,882
-16.76330078125,13.1696,883
-16.76330078125,13.1696,884
-16.76330078125,13.1677,885
-16.76330078125,13.1677,886
-16.76330078125,13.1659,887
-16.76330078125,13.1659,888
-16.76330078125,13.164,889
-16.76330078125,13.164,890
-16.76330078125,13.1622,891
-16.76330078125,13.1622,892
-16.76330078125,13.1603,893
-16.76330078125,13.1603,894
-16.76330078125,13.1584,895
-16.76330078125,13.1584,896
-16.76330078125,13.1566,897
-16.76330078125,13.1566,898
-16.76330078125,13.1547,899
-16.76330078125,13.1547,900
-16.76330078125,13.1529,901
-16.76330078125,13.1529,902
-16.76330078125,13.1529,903
-16.76330078125,13.151,904
-16.76330078125,13.151,905
-16.76330078125,13.151,906
-16.76330078125,13.1491,907
-16.76330078125,13.1473,908
-16.76330078125,13.1473,909
-16.76330078125,13.1473,910
-16.76330078125,13.1454,911
-16.76330078125,13.1454,912
-16.76330078125,13.1454,913
-16.76330078125,13.1436,914
-16.76330078125,13.1436,915
-16.76330078125,13.1417,916
-16.76330078125,13.1417,917
-16.76330078125,13.1417,918
-16.76330078125,13.138,919
-16.76330078125,13.138,920
-16.76330078125,13.138,921
-16.76330078125,13.1361,922
-16.76330078125,13.1361,923
-16.76330078125,13.1361,924
-16.76330078125,13.1343,925
-16.76330078125,13.1343,926
-16.76330078125,13.1343,927
-16.76330078125,13.1324,928
-16.76330078125,13.1324,929
-16.76330078125,13.1324,930
-16.76330078125,13.1324,931
-16.76330078125,13.1305,932
-16.76330078125,13.1305,933
-16.76330078125,13.1305,934
-16.76330078125,13.1287,935
-16.76330078125,13.1287,936
-16.76330078125,13.1268,937
-16.76330078125,13.1268,938
-16.76330078125,13.1268,939
-16.76330078125,13.1268,940
-16.76330078125,13.125,941
-16.76330078125,13.125,942
-16.76330078125,13.125,943
-16.76330078125,13.125,944
-16.76330078125,13.1231,945
-16.76330078125,13.1231,946
-16.76330078125,13.1231,947
-16.76330078125,13.1231,948
-16.76330078125,13.1231,949
-16.76330078125,13.1212,950
-16.76330078125,13.1212,951
-16.76330078125,13.1212,952
-16.76330078125,13.1194,953
-16.76330078125,13.1194,954
-16.76330078125,13.1194,955
-16.76330078125,13.1194,956
-16.76330078125,13.1175,957
-16.76330078125,13.1175,958
-16.76330078125,13.1175,959
-16.76330078125,13.1175,960
-16.76330078125,13.1175,961
-16.76330078125,13.1156,962
-16.76330078125,13.1156,963
-16.76330078125,13.1156,964
-16.76330078125,13.1156,965
-16.76330078125,13.1156,966
-16.76330078125,13.1138,967
-16.76330078125,13.1138,968
-16.76330078125,13.1138,969
-16.76330078125,13.1138,970
-16.76330078125,13.1138,971
-16.76330078125,13.1119,972
-16.76330078125,13.1119,973
-16.76330078125,13.1119,974
-16.76330078125,13.1119,975
-16.76330078125,13.1119,976
-16.76330078125,13.1119,977
-16.76330078125,13.1119,978
-16.76330078125,13.1101,979
-16.76330078125,13.1101,980
-16.76330078125,13.1101,981
-16.76330078125,13.1101,982
-16.76330078125,13.1082,983
-16.76330078125,13.1082,984
-16.76330078125,13.1082,985
-16.76330078125,13.1082,986
-16.76330078125,13.1082,987
-16.76330078125,13.1082,988
-16.76330078125,13.1082,989
-16.76330078125,13.1082,990
-16.76330078125,13.1063,991
-16.76330078125,13.1063,992
-16.76330078125,13.1063,993
-16.76330078125,13.1063,994
-16.76330078125,13.1063,995
-16.76330078125,13.1063,996
-16.76330078125,13.1063,997
-16.76330078125,13.1063,998
-16.76330078125,13.1045,999
-16.76330078125,13.1045,1000
-16.76330078125,13.1045,1001
-16.76330078125,13.1045,1002
-16.76330078125,13.1045,1003
-16.76330078125,13.1045,1004
-16.76330078125,13.1045,1005
-16.76330078125,13.1045,1006
-16.76330078125,13.1026,1007
-16.76330078125,13.1026,1008
-16.76330078125,13.1026,1009
-16.76330078125,13.1026,1010
-16.76330078125,13.1026,1011
-16.76330078125,13.1026,1012
-16.76330078125,13.1026,1013
-16.76330078125,13.1026,1014
-16.76330078125,13.1026,1015
-16.76330078125,13.1026,1016
-16.76330078125,13.1026,1017
-16.76330078125,13.1008,1018
-16.76330078125,13.1008,1019
-16.76330078125,13.1008,1020
-16.76330078125,13.1008,1021
-16.76330078125,13.1008,1022
-16.76330078125,13.1008,1023
-16.76330078125,13.1008,1024
-16.76330078125,13.1008,1025
-16.76330078125,13.1008,1026
-16.76330078125,13.1008,1027
-16.76330078125,13.1008,1028
-16.76330078125,13.1008,1029
-16.76330078125,13.1008,1030
-16.76330078125,13.0989,1031
-16.76330078125,13.0989,1032
-16.76330078125,13.0989,1033
-16.76330078125,13.0989,1034
-16.76330078125,13.0989,1035
-16.76330078125,13.0989,1036
-16.76330078125,13.0989,1037
-16.76330078125,13.0989,1038
-16.76330078125,13.0989,1039
-16.76330078125,13.0989,1040
-16.76330078125,13.0989,1041
-16.76330078125,13.0989,1042
-16.76330078125,13.097,1043
-16.76330078125,13.097,1044
-16.76330078125,13.097,1045
-16.76330078125,13.097,1046
-16.76330078125,13.097,1047
-16.76330078125,13.097,1048
-16.76330078125,13.097,1049
-16.76330078125,13.097,1050
-16.76330078125,13.097,1051
-16.76330078125,13.097,1052
-16.76330078125,13.097,1053
-16.76330078125,13.097,1054
-16.76330078125,13.097,1055
-16.76330078125,13.097,1056
-16.76330078125,13.097,1057
-16.76330078125,13.097,1058
-16.76330078125,13.097,1059
-16.76330078125,13.097,1060
-16.76330078125,13.097,1061
-16.76330078125,13.097,1062
-16.76330078125,13.097,1063
-16.76330078125,13.097,1064
-16.76330078125,13.0933,1065
-16.76330078125,13.0933,1066
-16.76330078125,13.0933,1067
-16.76330078125,13.0933,1068
-16.76330078125,13.0933,1069
-16.76330078125,13.0933,1070
-16.76330078125,13.0933,1071
-16.76330078125,13.0933,1072
-16.76330078125,13.0933,1073
-16.76330078125,13.0933,1074
-16.76330078125,13.0933,1075
-16.76330078125,13.0933,1076
-16.76330078125,13.0933,1077
-16.76330078125,13.0933,1078
-16.76330078125,13.0933,1079
-16.76330078125,13.0933,1080
-16.76330078125,13.0933,1081
-16.76330078125,13.0933,1082
-16.76330078125,13.0933,1083
-16.76330078125,13.0933,1084
-16.76330078125,13.0933,1085
-16.76330078125,13.0933,1086
-16.76330078125,13.0933,1087
-16.76330078125,13.0933,1088
-16.76330078125,13.0933,1089
-16.76330078125,13.0933,1090
-16.76330078125,13.0933,1091
-16.76330078125,13.0933,1092
-16.76330078125,13.0933,1093
-16.76330078125,13.0933,1094
-16.76330078125,13.0933,1095
-16.76330078125,13.0915,1096
-16.76330078125,13.0915,1097
-16.76330078125,13.0915,1098
-16.76330078125,13.0915,1099
-16.76330078125,13.0915,1100
-16.76330078125,13.0915,1101
-16.76330078125,13.0915,1102
-16.76330078125,13.0915,1103
-16.76330078125,13.0915,1104
-16.76330078125,13.0915,1105
-16.76330078125,13.0915,1106
-16.76330078125,13.0915,1107
-16.76330078125,13.0915,1108
-16.76330078125,13.0915,1109
-16.76330078125,13.0915,1110
-16.76330078125,13.0915,1111
-16.76330078125,13.0915,1112
-16.76330078125,13.0915,1113
-16.76330078125,13.0915,1114
-16.76330078125,13.0915,1115
-16.76330078125,13.0915,1116
-16.76330078125,13.0915,1117
-16.76330078125,13.0915,1118
-16.76330078125,13.0915,1119
-16.76330078125,13.0915,1120
-16.76330078125,13.0915,1121
-16.76330078125,13.0915,1122
-16.76330078125,13.0915,1123
-16.76330078125,13.0915,1124
-16.76330078125,13.0915,1125
-16.76330078125,13.0915,1126
-16.76330078125,13.0915,1127
-16.76330078125,13.0915,1128
-16.76330078125,13.0915,1129
-16.76330078125,13.0915,1130
-16.76330078125,13.0915,1131
-16.76330078125,13.0915,1132
-16.76330078125,13.0915,1133
-16.76330078125,13.0915,1134
-16.76330078125,13.0915,1135
-16.76330078125,13.0915,1136
-16.76330078125,13.0915,1137
-16.76330078125,13.0915,1138
-16.76330078125,13.0915,1139
-16.76330078125,13.0915,1140
-16.76330078125,13.0915,1141
-16.76330078125,13.0915,1142
-16.76330078125,13.0915,1143
-16.76330078125,13.0915,1144
-16.76330078125,13.0915,1145
-16.76330078125,13.0915,1146
-16.76330078125,13.0915,1147
-16.76330078125,13.0915,1148
-16.76330078125,13.0915,1149
-16.76330078125,13.0915,1150
-16.76330078125,13.0915,1151
-16.76330078125,13.0896,1152
-16.76330078125,13.0896,1153
-16.76330078125,13.0896,1154
-16.76330078125,13.0896,1155
-16.76330078125,13.0896,1156
-16.76330078125,13.0896,1157
-16.76330078125,13.0896,1158
-16.76330078125,13.0896,1159
-16.76330078125,13.0896,1160
-16.76330078125,13.0896,1161
-16.76330078125,13.0896,1162
-16.76330078125,13.0896,1163
-16.76330078125,13.0896,1164
-16.76330078125,13.0896,1165
-16.76330078125,13.0896,1166
-16.76330078125,13.0896,1167
-16.76330078125,13.0896,1168
-16.76330078125,13.0896,1169
-16.76330078125,13.0896,1170
-16.76330078125,13.0896,1171
-16.76330078125,13.0896,1172
-16.76330078125,13.0896,1173
-16.76330078125,13.0896,1174
-16.76330078125,13.0896,1175
-16.76330078125,13.0896,1176
-16.76330078125,13.0896,1177
-16.76330078125,13.0896,1178
-16.76330078125,13.0896,1179
-16.76330078125,13.0896,1180
-16.76330078125,13.0896,1181
-16.76330078125,13.0896,1182
-16.76330078125,13.0896,1183
-16.76330078125,13.0896,1184
-16.76330078125,13.0896,1185
-16.76330078125,13.0896,1186
-16.76330078125,13.0896,1187
-16.76330078125,13.0896,1188
-16.76330078125,13.0896,1189
-16.76330078125,13.0896,1190
-16.76330078125,13.0896,1191
-16.76330078125,13.0896,1192
-16.76330078125,13.0896,1193
-16.76330078125,13.0896,1194
-16.76330078125,13.0896,1195
-16.76330078125,13.0896,1196
-16.76330078125,13.0896,1197
-16.76330078125,13.0896,1198
-16.76330078125,13.0896,1199
-16.76330078125,13.0896,1200
-16.76330078125,13.0896,1201
-16.76330078125,13.0896,1202
-16.76330078125,13.0896,1203
-16.76330078125,13.0896,1204
-16.76330078125,13.0896,1205
-16.76330078125,13.0896,1206
-16.76330078125,13.0896,1207
-16.76330078125,13.0896,1208
-16.76330078125,13.0896,1209
-16.76330078125,13.0896,1210
-16.76330078125,13.0896,1211
-16.76330078125,13.0896,1212
